,year,date,away_team,home_team,away_score,home_score,winner
28,2014,10/18/2014, Cincinnati, SMU,41.0,3.0, Cincinnati
29,2014,10/18/2014, Clemson, Boston College,17.0,13.0, Clemson
30,2014,10/18/2014, Michigan State, Indiana,56.0,17.0, Michigan State
31,2014,10/18/2014, Kansas, Texas Tech,21.0,34.0, Texas Tech
32,2014,10/18/2014, Oklahoma State, TCU,9.0,42.0, TCU
33,2014,10/18/2014, Georgia, Arkansas,45.0,32.0, Georgia
34,2014,10/18/2014, San Jose State, Wyoming,27.0,20.0, San Jose State
35,2014,10/18/2014, New Mexico State, Idaho,17.0,29.0, Idaho
36,2014,10/18/2014, Miami (Ohio), Northern Illinois,41.0,51.0, Northern Illinois
37,2014,10/18/2014, Marshall, Florida International,45.0,13.0, Marshall
38,2014,10/18/2014, Colorado, USC,28.0,56.0, USC
39,2014,10/18/2014, Tennessee, Mississippi,3.0,34.0, Mississippi
40,2014,10/18/2014, Missouri, Florida,42.0,13.0, Missouri
41,2014,10/18/2014, Southern Mississippi, North Texas,30.0,20.0, Southern Mississippi
42,2014,10/18/2014, Utah State, Colorado State,13.0,16.0, Colorado State
43,2014,10/18/2014, Georgia Tech, North Carolina,43.0,48.0, North Carolina
44,2014,10/18/2014, Nebraska, Northwestern,38.0,17.0, Nebraska
45,2014,10/18/2014, Georgia State, South Alabama,27.0,30.0, South Alabama
46,2014,10/18/2014, Kentucky, LSU,3.0,41.0, LSU
47,2014,10/18/2014, Washington, Oregon,20.0,45.0, Oregon
48,2014,10/18/2014, Iowa State, Texas,45.0,48.0, Texas
49,2014,10/18/2014, Notre Dame, Florida State,27.0,31.0, Florida State
50,2014,10/18/2014, Nevada, BYU,42.0,35.0, Nevada
51,2014,10/18/2014, Hawai'i, San Diego State,10.0,20.0, San Diego State
52,2014,10/18/2014, Stanford, Arizona State,10.0,26.0, Arizona State
0,2014,10/21/2014, Arkansas State, Louisiana-Lafayette,40.0,55.0, Louisiana-Lafayette
1,2014,10/23/2014, Connecticut, East Carolina,21.0,31.0, East Carolina
2,2014,10/23/2014, Miami (Florida), Virginia Tech,30.0,6.0, Miami (Florida)
3,2014,10/24/2014, South Florida, Cincinnati,17.0,34.0, Cincinnati
4,2014,10/24/2014, Troy, South Alabama,13.0,27.0, South Alabama
5,2014,10/24/2014, BYU, Boise State,30.0,55.0, Boise State
6,2014,10/24/2014, Oregon, California,59.0,41.0, Oregon
7,2014,10/25/2014, UAB, Arkansas,17.0,45.0, Arkansas
8,2014,10/25/2014, Memphis, SMU,48.0,10.0, Memphis
9,2014,10/25/2014, Texas, Kansas State,0.0,23.0, Kansas State
10,2014,10/25/2014, Minnesota, Illinois,24.0,28.0, Illinois
11,2014,10/25/2014, Maryland, Wisconsin,7.0,52.0, Wisconsin
12,2014,10/25/2014, Rutgers, Nebraska,24.0,42.0, Nebraska
13,2014,10/25/2014, North Texas, Rice,21.0,41.0, Rice
14,2014,10/25/2014, North Carolina, Virginia,28.0,27.0, North Carolina
15,2014,10/25/2014, Northern Illinois, Eastern Michigan,28.0,17.0, Northern Illinois
16,2014,10/25/2014, San Jose State, Navy,31.0,41.0, Navy
17,2014,10/25/2014, Ohio, Western Michigan,21.0,42.0, Western Michigan
18,2014,10/25/2014, Massachusetts, Toledo,35.0,42.0, Toledo
19,2014,10/25/2014, Akron, Ball State,21.0,35.0, Ball State
20,2014,10/25/2014, Georgia Southern, Georgia State,69.0,31.0, Georgia Southern
21,2014,10/25/2014, UCLA, Colorado,40.0,37.0, UCLA
22,2014,10/25/2014, Kent State, Miami (Ohio),3.0,10.0, Miami (Ohio)
23,2014,10/25/2014, Georgia Tech, Pittsburgh,56.0,28.0, Georgia Tech
24,2014,10/25/2014, Central Michigan, Buffalo,20.0,14.0, Central Michigan
25,2014,10/25/2014, Oregon State, Stanford,14.0,38.0, Stanford
26,2014,10/25/2014, West Virginia, Oklahoma State,34.0,10.0, West Virginia
27,2014,10/25/2014, Texas Tech, TCU,27.0,82.0, TCU
28,2014,10/25/2014, Boston College, Wake Forest,23.0,17.0, Boston College
29,2014,10/25/2014, Florida Atlantic, Marshall,16.0,35.0, Marshall
30,2014,10/25/2014, Louisiana Tech, Southern Mississippi,31.0,20.0, Louisiana Tech
31,2014,10/25/2014, Michigan, Michigan State,11.0,35.0, Michigan State
32,2014,10/25/2014, Mississippi State, Kentucky,45.0,31.0, Mississippi State
33,2014,10/25/2014, Vanderbilt, Missouri,14.0,24.0, Missouri
34,2014,10/25/2014, Old Dominion, Western Kentucky,51.0,66.0, Western Kentucky
35,2014,10/25/2014, UNLV, Utah State,20.0,34.0, Utah State
36,2014,10/25/2014, Temple, UCF,14.0,34.0, UCF
37,2014,10/25/2014, Arizona, Washington State,59.0,37.0, Arizona
38,2014,10/25/2014, Wyoming, Colorado State,31.0,45.0, Colorado State
39,2014,10/25/2014, UTEP, UTSA,34.0,0.0, UTEP
40,2014,10/25/2014, Syracuse, Clemson,6.0,16.0, Clemson
41,2014,10/25/2014, Texas State, Louisiana-Monroe,22.0,18.0, Texas State
42,2014,10/25/2014, Mississippi, LSU,7.0,10.0, LSU
43,2014,10/25/2014, South Carolina, Auburn,35.0,42.0, Auburn
44,2014,10/25/2014, Alabama, Tennessee,34.0,20.0, Alabama
45,2014,10/25/2014, Ohio State, Penn State,31.0,24.0, Ohio State
46,2014,10/25/2014, USC, Utah,21.0,24.0, Utah
47,2014,10/25/2014, Arizona State, Washington,24.0,10.0, Arizona State
48,2014,10/26/2014, Nevada, Hawai'i,26.0,18.0, Nevada
